,log
465,"ffde, fdk, dfef, fbcahkhfebcdahigldef, dicfhafgfedfe, def, fdaehicbdf, dfgebbihabhfdfehabcdef, gbichlafgfgcegfiachgdfehcbbadechabfgfldelgfhbiladfegfciabadlfehlciadecacfbifdigcafhdfccgfhebadfgefgfafgikflgf, fachldeibflcibdefhihdbcfegdagabice, delfgfgf, dfegahidaefgflglagegfgf, dfegf, fldgchbifabcahefdcagifhjfdfgeff, fclahbifeghgfgfibcahdfe, fldeibchdcgaeihbfdeaighcbffde, fdefggf, fde, fde, fde, fabhiihdfegh, fdgfgelflifhadclbehagihcfbdfgefgf, dfe, dfe, fde, decfigfhdfa, fdebhafciel, fdj, felg, fldkcahdifbegfcbhafgdfgcehcfabfgeclafbhgffdehiblfgacabfidleghgfl, dfgfgfegfgf, defgfcibhhfijhicbafde, fdgflgei, defhabcidegfglfhfgflf, faclhblidfbcglailbldehahclibfdel, def, fdf, fdef, fgdefaicjbfdgefcihagfbdegbalfcgfghildfgfleicaibggfde, fhbacdifed, dfe, daflgf, ibihaade, fdecabihdgf, fldechajgbfde, dfelgfcihblalfdegbifchdledcghflibagfldelbhacilef, deilhbflgfaibcfehdeilchbadef, fde, fihdhefbcgcihfhgdlfb, fdleglf"
466,"ffde, fdk, dfef, fbcahkhfebcdahigldef, dicfhafgfedfe, def, fdaehicbdf, dfgebbihabhfdfehabcdef, gbichlafgfgcegfiachgdfehcbbadechabfgfldelgfhbiladfegfciabadlfehlciadecacfbifdigcafhdfccgfhebadfgefgfafgikflgf, fachldeibflcibdefhihdbcfegdagabice, delfgfgf, dfegahidaefgflglagegfgf, dfegf, fldgchbifabcahefdcagifhjfdfgeff, fclahbifeghgfgfibcahdfe, fldeibchdcgaeihbfdeaighcbffde, fdefggf, fde, fde, fde, fabhiihdfegh, fdgfgelflifhadclbehagihcfbdfgefgf, dfe, dfe, fde, decfigfhdfa, fdebhafciel, fdj, felg, fldkcahdifbegfcbhafgdfgcehcfabfgeclafbhgffdehiblfgacabfidleghgfl, dfgfgfegfgf, defgfcibhhfijhicbafde, fdgflgei, defhabcidegfglfhfgflf, faclhblidfbcglailbldehahclibfdel, def, fdf, fdef, fgdefaicjbfdgefcihagfbdegbalfcgfghildfgfleicaibggfde, fhbacdifed, dfe, daflgf, ibihaade, fdecabihdgf, fldechajgbfde, dfelgfcihblalfdegbifchdledcghflibagfldelbhacilef, deilhbflgfaibcfehdeilchbadef, fde, fihdhefbcgcihfhgdlfb, fdleglf"
467,"ffde, fdk, dfef, fbcahkhfebcdahigldef, dicfhafgfedfe, def, fdaehicbdf, dfgebbihabhfdfehabcdef, gbichlafgfgcegfiachgdfehcbbadechabfgfldelgfhbiladfegfciabadlfehlciadecacfbifdigcafhdfccgfhebadfgefgfafgikflgf, fachldeibflcibdefhihdbcfegdagabice, delfgfgf, dfegahidaefgflglagegfgf, dfegf, fldgchbifabcahefdcagifhjfdfgeff, fclahbifeghgfgfibcahdfe, fldeibchdcgaeihbfdeaighcbffde, fdefggf, fde, fde, fde, fabhiihdfegh, fdgfgelflifhadclbehagihcfbdfgefgf, dfe, dfe, fde, decfigfhdfa, fdebhafciel, fdj, felg, fldkcahdifbegfcbhafgdfgcehcfabfgeclafbhgffdehiblfgacabfidleghgfl, dfgfgfegfgf, defgfcibhhfijhicbafde, fdgflgei, defhabcidegfglfhfgflf, faclhblidfbcglailbldehahclibfdel, def, fdf, fdef, fgdefaicjbfdgefcihagfbdegbalfcgfghildfgfleicaibggfde, fhbacdifed, dfe, daflgf, ibihaade, fdecabihdgf, fldechajgbfde, dfelgfcihblalfdegbifchdledcghflibagfldelbhacilef, deilhbflgfaibcfehdeilchbadef, fde, fihdhefbcgcihfhgdlfb, fdleglf"
468,"ffde, fdk, dfef, fbcahkhfebcdahigldef, dicfhafgfedfe, def, fdaehicbdf, dfgebbihabhfdfehabcdef, gbichlafgfgcegfiachgdfehcbbadechabfgfldelgfhbiladfegfciabadlfehlciadecacfbifdigcafhdfccgfhebadfgefgfafgikflgf, fachldeibflcibdefhihdbcfegdagabice, delfgfgf, dfegahidaefgflglagegfgf, dfegf, fldgchbifabcahefdcagifhjfdfgeff, fclahbifeghgfgfibcahdfe, fldeibchdcgaeihbfdeaighcbffde, fdefggf, fde, fde, fde, fabhiihdfegh, fdgfgelflifhadclbehagihcfbdfgefgf, dfe, dfe, fde, decfigfhdfa, fdebhafciel, fdj, felg, fldkcahdifbegfcbhafgdfgcehcfabfgeclafbhgffdehiblfgacabfidleghgfl, dfgfgfegfgf, defgfcibhhfijhicbafde, fdgflgei, defhabcidegfglfhfgflf, faclhblidfbcglailbldehahclibfdel, def, fdf, fdef, fgdefaicjbfdgefcihagfbdegbalfcgfghildfgfleicaibggfde, fhbacdifed, dfe, daflgf, ibihaade, fdecabihdgf, fldechajgbfde, dfelgfcihblalfdegbifchdledcghflibagfldelbhacilef, deilhbflgfaibcfehdeilchbadef, fde, fihdhefbcgcihfhgdlfb, fdleglf"
469,"ffde, fdk, dfef, fbcahkhfebcdahigldef, dicfhafgfedfe, def, fdaehicbdf, dfgebbihabhfdfehabcdef, gbichlafgfgcegfiachgdfehcbbadechabfgfldelgfhbiladfegfciabadlfehlciadecacfbifdigcafhdfccgfhebadfgefgfafgikflgf, fachldeibflcibdefhihdbcfegdagabice, delfgfgf, dfegahidaefgflglagegfgf, dfegf, fldgchbifabcahefdcagifhjfdfgeff, fclahbifeghgfgfibcahdfe, fldeibchdcgaeihbfdeaighcbffde, fdefggf, fde, fde, fde, fabhiihdfegh, fdgfgelflifhadclbehagihcfbdfgefgf, dfe, dfe, fde, decfigfhdfa, fdebhafciel, fdj, felg, fldkcahdifbegfcbhafgdfgcehcfabfgeclafbhgffdehiblfgacabfidleghgfl, dfgfgfegfgf, defgfcibhhfijhicbafde, fdgflgei, defhabcidegfglfhfgflf, faclhblidfbcglailbldehahclibfdel, def, fdf, fdef, fgdefaicjbfdgefcihagfbdegbalfcgfghildfgfleicaibggfde, fhbacdifed, dfe, daflgf, ibihaade, fdecabihdgf, fldechajgbfde, dfelgfcihblalfdegbifchdledcghflibagfldelbhacilef, deilhbflgfaibcfehdeilchbadef, fde, fihdhefbcgcihfhgdlfb, fdleglf"
470,"ffde, fdk, dfef, fbcahkhfebcdahigldef, dicfhafgfedfe, def, fdaehicbdf, dfgebbihabhfdfehabcdef, gbichlafgfgcegfiachgdfehcbbadechabfgfldelgfhbiladfegfciabadlfehlciadecacfbifdigcafhdfccgfhebadfgefgfafgikflgf, fachldeibflcibdefhihdbcfegdagabice, delfgfgf, dfegahidaefgflglagegfgf, dfegf, fldgchbifabcahefdcagifhjfdfgeff, fclahbifeghgfgfibcahdfe, fldeibchdcgaeihbfdeaighcbffde, fdefggf, fde, fde, fde, fabhiihdfegh, fdgfgelflifhadclbehagihcfbdfgefgf, dfe, dfe, fde, decfigfhdfa, fdebhafciel, fdj, felg, fldkcahdifbegfcbhafgdfgcehcfabfgeclafbhgffdehiblfgacabfidleghgfl, dfgfgfegfgf, defgfcibhhfijhicbafde, fdgflgei, defhabcidegfglfhfgflf, faclhblidfbcglailbldehahclibfdel, def, fdf, fdef, fgdefaicjbfdgefcihagfbdegbalfcgfghildfgfleicaibggfde, fhbacdifed, dfe, daflgf, ibihaade, fdecabihdgf, fldechajgbfde, dfelgfcihblalfdegbifchdledcghflibagfldelbhacilef, deilhbflgfaibcfehdeilchbadef, fde, fihdhefbcgcihfhgdlfb, fdleglf"
471,"ffde, fdk, dfef, fbcahkhfebcdahigldef, dicfhafgfedfe, def, fdaehicbdf, dfgebbihabhfdfehabcdef, gbichlafgfgcegfiachgdfehcbbadechabfgfldelgfhbiladfegfciabadlfehlciadecacfbifdigcafhdfccgfhebadfgefgfafgikflgf, fachldeibflcibdefhihdbcfegdagabice, delfgfgf, dfegahidaefgflglagegfgf, dfegf, fldgchbifabcahefdcagifhjfdfgeff, fclahbifeghgfgfibcahdfe, fldeibchdcgaeihbfdeaighcbffde, fdefggf, fde, fde, fde, fabhiihdfegh, fdgfgelflifhadclbehagihcfbdfgefgf, dfe, dfe, fde, decfigfhdfa, fdebhafciel, fdj, felg, fldkcahdifbegfcbhafgdfgcehcfabfgeclafbhgffdehiblfgacabfidleghgfl, dfgfgfegfgf, defgfcibhhfijhicbafde, fdgflgei, defhabcidegfglfhfgflf, faclhblidfbcglailbldehahclibfdel, def, fdf, fdef, fgdefaicjbfdgefcihagfbdegbalfcgfghildfgfleicaibggfde, fhbacdifed, dfe, daflgf, ibihaade, fdecabihdgf, fldechajgbfde, dfelgfcihblalfdegbifchdledcghflibagfldelbhacilef, deilhbflgfaibcfehdeilchbadef, fde, fihdhefbcgcihfhgdlfb, fdleglf"
472,"ffde, fdk, dfef, fbcahkhfebcdahigldef, dicfhafgfedfe, def, fdaehicbdf, dfgebbihabhfdfehabcdef, gbichlafgfgcegfiachgdfehcbbadechabfgfldelgfhbiladfegfciabadlfehlciadecacfbifdigcafhdfccgfhebadfgefgfafgikflgf, fachldeibflcibdefhihdbcfegdagabice, delfgfgf, dfegahidaefgflglagegfgf, dfegf, fldgchbifabcahefdcagifhjfdfgeff, fclahbifeghgfgfibcahdfe, fldeibchdcgaeihbfdeaighcbffde, fdefggf, fde, fde, fde, fabhiihdfegh, fdgfgelflifhadclbehagihcfbdfgefgf, dfe, dfe, fde, decfigfhdfa, fdebhafciel, fdj, felg, fldkcahdifbegfcbhafgdfgcehcfabfgeclafbhgffdehiblfgacabfidleghgfl, dfgfgfegfgf, defgfcibhhfijhicbafde, fdgflgei, defhabcidegfglfhfgflf, faclhblidfbcglailbldehahclibfdel, def, fdf, fdef, fgdefaicjbfdgefcihagfbdegbalfcgfghildfgfleicaibggfde, fhbacdifed, dfe, daflgf, ibihaade, fdecabihdgf, fldechajgbfde, dfelgfcihblalfdegbifchdledcghflibagfldelbhacilef, deilhbflgfaibcfehdeilchbadef, fde, fihdhefbcgcihfhgdlfb, fdleglf"
473,"ffde, fdk, dfef, fbcahkhfebcdahigldef, dicfhafgfedfe, def, fdaehicbdf, dfgebbihabhfdfehabcdef, gbichlafgfgcegfiachgdfehcbbadechabfgfldelgfhbiladfegfciabadlfehlciadecacfbifdigcafhdfccgfhebadfgefgfafgikflgf, fachldeibflcibdefhihdbcfegdagabice, delfgfgf, dfegahidaefgflglagegfgf, dfegf, fldgchbifabcahefdcagifhjfdfgeff, fclahbifeghgfgfibcahdfe, fldeibchdcgaeihbfdeaighcbffde, fdefggf, fde, fde, fde, fabhiihdfegh, fdgfgelflifhadclbehagihcfbdfgefgf, dfe, dfe, fde, decfigfhdfa, fdebhafciel, fdj, felg, fldkcahdifbegfcbhafgdfgcehcfabfgeclafbhgffdehiblfgacabfidleghgfl, dfgfgfegfgf, defgfcibhhfijhicbafde, fdgflgei, defhabcidegfglfhfgflf, faclhblidfbcglailbldehahclibfdel, def, fdf, fdef, fgdefaicjbfdgefcihagfbdegbalfcgfghildfgfleicaibggfde, fhbacdifed, dfe, daflgf, ibihaade, fdecabihdgf, fldechajgbfde, dfelgfcihblalfdegbifchdledcghflibagfldelbhacilef, deilhbflgfaibcfehdeilchbadef, fde, fihdhefbcgcihfhgdlfb, fdleglf"
474,"ffde, fdk, dfef, fbcahkhfebcdahigldef, dicfhafgfedfe, def, fdaehicbdf, dfgebbihabhfdfehabcdef, gbichlafgfgcegfiachgdfehcbbadechabfgfldelgfhbiladfegfciabadlfehlciadecacfbifdigcafhdfccgfhebadfgefgfafgikflgf, fachldeibflcibdefhihdbcfegdagabice, delfgfgf, dfegahidaefgflglagegfgf, dfegf, fldgchbifabcahefdcagifhjfdfgeff, fclahbifeghgfgfibcahdfe, fldeibchdcgaeihbfdeaighcbffde, fdefggf, fde, fde, fde, fabhiihdfegh, fdgfgelflifhadclbehagihcfbdfgefgf, dfe, dfe, fde, decfigfhdfa, fdebhafciel, fdj, felg, fldkcahdifbegfcbhafgdfgcehcfabfgeclafbhgffdehiblfgacabfidleghgfl, dfgfgfegfgf, defgfcibhhfijhicbafde, fdgflgei, defhabcidegfglfhfgflf, faclhblidfbcglailbldehahclibfdel, def, fdf, fdef, fgdefaicjbfdgefcihagfbdegbalfcgfghildfgfleicaibggfde, fhbacdifed, dfe, daflgf, ibihaade, fdecabihdgf, fldechajgbfde, dfelgfcihblalfdegbifchdledcghflibagfldelbhacilef, deilhbflgfaibcfehdeilchbadef, fde, fihdhefbcgcihfhgdlfb, fdleglf"
475,"ffde, fdk, dfef, fbcahkhfebcdahigldef, dicfhafgfedfe, def, fdaehicbdf, dfgebbihabhfdfehabcdef, gbichlafgfgcegfiachgdfehcbbadechabfgfldelgfhbiladfegfciabadlfehlciadecacfbifdigcafhdfccgfhebadfgefgfafgikflgf, fachldeibflcibdefhihdbcfegdagabice, delfgfgf, dfegahidaefgflglagegfgf, dfegf, fldgchbifabcahefdcagifhjfdfgeff, fclahbifeghgfgfibcahdfe, fldeibchdcgaeihbfdeaighcbffde, fdefggf, fde, fde, fde, fabhiihdfegh, fdgfgelflifhadclbehagihcfbdfgefgf, dfe, dfe, fde, decfigfhdfa, fdebhafciel, fdj, felg, fldkcahdifbegfcbhafgdfgcehcfabfgeclafbhgffdehiblfgacabfidleghgfl, dfgfgfegfgf, defgfcibhhfijhicbafde, fdgflgei, defhabcidegfglfhfgflf, faclhblidfbcglailbldehahclibfdel, def, fdf, fdef, fgdefaicjbfdgefcihagfbdegbalfcgfghildfgfleicaibggfde, fhbacdifed, dfe, daflgf, ibihaade, fdecabihdgf, fldechajgbfde, dfelgfcihblalfdegbifchdledcghflibagfldelbhacilef, deilhbflgfaibcfehdeilchbadef, fde, fihdhefbcgcihfhgdlfb, fdleglf"
476,"ffde, fdk, dfef, fbcahkhfebcdahigldef, dicfhafgfedfe, def, fdaehicbdf, dfgebbihabhfdfehabcdef, gbichlafgfgcegfiachgdfehcbbadechabfgfldelgfhbiladfegfciabadlfehlciadecacfbifdigcafhdfccgfhebadfgefgfafgikflgf, fachldeibflcibdefhihdbcfegdagabice, delfgfgf, dfegahidaefgflglagegfgf, dfegf, fldgchbifabcahefdcagifhjfdfgeff, fclahbifeghgfgfibcahdfe, fldeibchdcgaeihbfdeaighcbffde, fdefggf, fde, fde, fde, fabhiihdfegh, fdgfgelflifhadclbehagihcfbdfgefgf, dfe, dfe, fde, decfigfhdfa, fdebhafciel, fdj, felg, fldkcahdifbegfcbhafgdfgcehcfabfgeclafbhgffdehiblfgacabfidleghgfl, dfgfgfegfgf, defgfcibhhfijhicbafde, fdgflgei, defhabcidegfglfhfgflf, faclhblidfbcglailbldehahclibfdel, def, fdf, fdef, fgdefaicjbfdgefcihagfbdegbalfcgfghildfgfleicaibggfde, fhbacdifed, dfe, daflgf, ibihaade, fdecabihdgf, fldechajgbfde, dfelgfcihblalfdegbifchdledcghflibagfldelbhacilef, deilhbflgfaibcfehdeilchbadef, fde, fihdhefbcgcihfhgdlfb, fdleglf"
477,"ffde, fdk, dfef, fbcahkhfebcdahigldef, dicfhafgfedfe, def, fdaehicbdf, dfgebbihabhfdfehabcdef, gbichlafgfgcegfiachgdfehcbbadechabfgfldelgfhbiladfegfciabadlfehlciadecacfbifdigcafhdfccgfhebadfgefgfafgikflgf, fachldeibflcibdefhihdbcfegdagabice, delfgfgf, dfegahidaefgflglagegfgf, dfegf, fldgchbifabcahefdcagifhjfdfgeff, fclahbifeghgfgfibcahdfe, fldeibchdcgaeihbfdeaighcbffde, fdefggf, fde, fde, fde, fabhiihdfegh, fdgfgelflifhadclbehagihcfbdfgefgf, dfe, dfe, fde, decfigfhdfa, fdebhafciel, fdj, felg, fldkcahdifbegfcbhafgdfgcehcfabfgeclafbhgffdehiblfgacabfidleghgfl, dfgfgfegfgf, defgfcibhhfijhicbafde, fdgflgei, defhabcidegfglfhfgflf, faclhblidfbcglailbldehahclibfdel, def, fdf, fdef, fgdefaicjbfdgefcihagfbdegbalfcgfghildfgfleicaibggfde, fhbacdifed, dfe, daflgf, ibihaade, fdecabihdgf, fldechajgbfde, dfelgfcihblalfdegbifchdledcghflibagfldelbhacilef, deilhbflgfaibcfehdeilchbadef, fde, fihdhefbcgcihfhgdlfb, fdleglf"
478,"ffde, fdk, dfef, fbcahkhfebcdahigldef, dicfhafgfedfe, def, fdaehicbdf, dfgebbihabhfdfehabcdef, gbichlafgfgcegfiachgdfehcbbadechabfgfldelgfhbiladfegfciabadlfehlciadecacfbifdigcafhdfccgfhebadfgefgfafgikflgf, fachldeibflcibdefhihdbcfegdagabice, delfgfgf, dfegahidaefgflglagegfgf, dfegf, fldgchbifabcahefdcagifhjfdfgeff, fclahbifeghgfgfibcahdfe, fldeibchdcgaeihbfdeaighcbffde, fdefggf, fde, fde, fde, fabhiihdfegh, fdgfgelflifhadclbehagihcfbdfgefgf, dfe, dfe, fde, decfigfhdfa, fdebhafciel, fdj, felg, fldkcahdifbegfcbhafgdfgcehcfabfgeclafbhgffdehiblfgacabfidleghgfl, dfgfgfegfgf, defgfcibhhfijhicbafde, fdgflgei, defhabcidegfglfhfgflf, faclhblidfbcglailbldehahclibfdel, def, fdf, fdef, fgdefaicjbfdgefcihagfbdegbalfcgfghildfgfleicaibggfde, fhbacdifed, dfe, daflgf, ibihaade, fdecabihdgf, fldechajgbfde, dfelgfcihblalfdegbifchdledcghflibagfldelbhacilef, deilhbflgfaibcfehdeilchbadef, fde, fihdhefbcgcihfhgdlfb, fdleglf"
479,"ffde, fdk, dfef, fbcahkhfebcdahigldef, dicfhafgfedfe, def, fdaehicbdf, dfgebbihabhfdfehabcdef, gbichlafgfgcegfiachgdfehcbbadechabfgfldelgfhbiladfegfciabadlfehlciadecacfbifdigcafhdfccgfhebadfgefgfafgikflgf, fachldeibflcibdefhihdbcfegdagabice, delfgfgf, dfegahidaefgflglagegfgf, dfegf, fldgchbifabcahefdcagifhjfdfgeff, fclahbifeghgfgfibcahdfe, fldeibchdcgaeihbfdeaighcbffde, fdefggf, fde, fde, fde, fabhiihdfegh, fdgfgelflifhadclbehagihcfbdfgefgf, dfe, dfe, fde, decfigfhdfa, fdebhafciel, fdj, felg, fldkcahdifbegfcbhafgdfgcehcfabfgeclafbhgffdehiblfgacabfidleghgfl, dfgfgfegfgf, defgfcibhhfijhicbafde, fdgflgei, defhabcidegfglfhfgflf, faclhblidfbcglailbldehahclibfdel, def, fdf, fdef, fgdefaicjbfdgefcihagfbdegbalfcgfghildfgfleicaibggfde, fhbacdifed, dfe, daflgf, ibihaade, fdecabihdgf, fldechajgbfde, dfelgfcihblalfdegbifchdledcghflibagfldelbhacilef, deilhbflgfaibcfehdeilchbadef, fde, fihdhefbcgcihfhgdlfb, fdleglf"
480,"aecdcdcdcdce, hb, ba, ae, ael, ab, aefgfgflifgfgfgfefecefecdlcdce, ba, ecdclelflgfgflel, ba, eaflegfgfefefgfe, ab, aefe, ab, ga, a, ce, b, aecegjgfgfefgfefgflhce, abfgfe, eb, a, aecdcdcldcldcdgecefefflafgfgfgflglfgfece, efhgflgfjfeefgflgflgfebgfgfefglffefgfgfgfefe, ae, ab, a, cb, ae, aecelfe, ba, feedgfefedefglfgfgffgfgfgfecjceclce, jffggffjeffgfefgfgfefefeladcdcdcdcecdcjcefe, ae, afgfgfgfgfjefefkecdcdcdlcefefefefecelel, abl, ab, aa, aeccefifgfelce, ba, ab, ba, a, aecdcdcldce, aj, ael, ab, ae, ae, ae"
481,"aecdcdcdcdce, hb, ba, ae, ael, ab, aefgfgflifgfgfgfefecefecdlcdce, ba, ecdclelflgfgflel, ba, eaflegfgfefefgfe, ab, aefe, ab, ga, a, ce, b, aecegjgfgfefgfefgflhce, abfgfe, eb, a, aecdcdcldcldcdgecefefflafgfgfgflglfgfece, efhgflgfjfeefgflgflgfebgfgfefglffefgfgfgfefe, ae, ab, a, cb, ae, aecelfe, ba, feedgfefedefglfgfgffgfgfgfecjceclce, jffggffjeffgfefgfgfefefeladcdcdcdcecdcjcefe, ae, afgfgfgfgfjefefkecdcdcdlcefefefefecelel, abl, ab, aa, aeccefifgfelce, ba, ab, ba, a, aecdcdcldce, aj, ael, ab, ae, ae, ae"
482,"aecdcdcdcdce, hb, ba, ae, ael, ab, aefgfgflifgfgfgfefecefecdlcdce, ba, ecdclelflgfgflel, ba, eaflegfgfefefgfe, ab, aefe, ab, ga, a, ce, b, aecegjgfgfefgfefgflhce, abfgfe, eb, a, aecdcdcldcldcdgecefefflafgfgfgflglfgfece, efhgflgfjfeefgflgflgfebgfgfefglffefgfgfgfefe, ae, ab, a, cb, ae, aecelfe, ba, feedgfefedefglfgfgffgfgfgfecjceclce, jffggffjeffgfefgfgfefefeladcdcdcdcecdcjcefe, ae, afgfgfgfgfjefefkecdcdcdlcefefefefecelel, abl, ab, aa, aeccefifgfelce, ba, ab, ba, a, aecdcdcldce, aj, ael, ab, ae, ae, ae"
483,"aecdcdcdcdce, hb, ba, ae, ael, ab, aefgfgflifgfgfgfefecefecdlcdce, ba, ecdclelflgfgflel, ba, eaflegfgfefefgfe, ab, aefe, ab, ga, a, ce, b, aecegjgfgfefgfefgflhce, abfgfe, eb, a, aecdcdcldcldcdgecefefflafgfgfgflglfgfece, efhgflgfjfeefgflgflgfebgfgfefglffefgfgfgfefe, ae, ab, a, cb, ae, aecelfe, ba, feedgfefedefglfgfgffgfgfgfecjceclce, jffggffjeffgfefgfgfefefeladcdcdcdcecdcjcefe, ae, afgfgfgfgfjefefkecdcdcdlcefefefefecelel, abl, ab, aa, aeccefifgfelce, ba, ab, ba, a, aecdcdcldce, aj, ael, ab, ae, ae, ae"
484,"aecdcdcdcdce, hb, ba, ae, ael, ab, aefgfgflifgfgfgfefecefecdlcdce, ba, ecdclelflgfgflel, ba, eaflegfgfefefgfe, ab, aefe, ab, ga, a, ce, b, aecegjgfgfefgfefgflhce, abfgfe, eb, a, aecdcdcldcldcdgecefefflafgfgfgflglfgfece, efhgflgfjfeefgflgflgfebgfgfefglffefgfgfgfefe, ae, ab, a, cb, ae, aecelfe, ba, feedgfefedefglfgfgffgfgfgfecjceclce, jffggffjeffgfefgfgfefefeladcdcdcdcecdcjcefe, ae, afgfgfgfgfjefefkecdcdcdlcefefefefecelel, abl, ab, aa, aeccefifgfelce, ba, ab, ba, a, aecdcdcldce, aj, ael, ab, ae, ae, ae"
485,"aecdcdcdcdce, hb, ba, ae, ael, ab, aefgfgflifgfgfgfefecefecdlcdce, ba, ecdclelflgfgflel, ba, eaflegfgfefefgfe, ab, aefe, ab, ga, a, ce, b, aecegjgfgfefgfefgflhce, abfgfe, eb, a, aecdcdcldcldcdgecefefflafgfgfgflglfgfece, efhgflgfjfeefgflgflgfebgfgfefglffefgfgfgfefe, ae, ab, a, cb, ae, aecelfe, ba, feedgfefedefglfgfgffgfgfgfecjceclce, jffggffjeffgfefgfgfefefeladcdcdcdcecdcjcefe, ae, afgfgfgfgfjefefkecdcdcdlcefefefefecelel, abl, ab, aa, aeccefifgfelce, ba, ab, ba, a, aecdcdcldce, aj, ael, ab, ae, ae, ae"
486,"aecdcdcdcdce, hb, ba, ae, ael, ab, aefgfgflifgfgfgfefecefecdlcdce, ba, ecdclelflgfgflel, ba, eaflegfgfefefgfe, ab, aefe, ab, ga, a, ce, b, aecegjgfgfefgfefgflhce, abfgfe, eb, a, aecdcdcldcldcdgecefefflafgfgfgflglfgfece, efhgflgfjfeefgflgflgfebgfgfefglffefgfgfgfefe, ae, ab, a, cb, ae, aecelfe, ba, feedgfefedefglfgfgffgfgfgfecjceclce, jffggffjeffgfefgfgfefefeladcdcdcdcecdcjcefe, ae, afgfgfgfgfjefefkecdcdcdlcefefefefecelel, abl, ab, aa, aeccefifgfelce, ba, ab, ba, a, aecdcdcldce, aj, ael, ab, ae, ae, ae"
487,"aecdcdcdcdce, hb, ba, ae, ael, ab, aefgfgflifgfgfgfefecefecdlcdce, ba, ecdclelflgfgflel, ba, eaflegfgfefefgfe, ab, aefe, ab, ga, a, ce, b, aecegjgfgfefgfefgflhce, abfgfe, eb, a, aecdcdcldcldcdgecefefflafgfgfgflglfgfece, efhgflgfjfeefgflgflgfebgfgfefglffefgfgfgfefe, ae, ab, a, cb, ae, aecelfe, ba, feedgfefedefglfgfgffgfgfgfecjceclce, jffggffjeffgfefgfgfefefeladcdcdcdcecdcjcefe, ae, afgfgfgfgfjefefkecdcdcdlcefefefefecelel, abl, ab, aa, aeccefifgfelce, ba, ab, ba, a, aecdcdcldce, aj, ael, ab, ae, ae, ae"
488,"aecdcdcdcdce, hb, ba, ae, ael, ab, aefgfgflifgfgfgfefecefecdlcdce, ba, ecdclelflgfgflel, ba, eaflegfgfefefgfe, ab, aefe, ab, ga, a, ce, b, aecegjgfgfefgfefgflhce, abfgfe, eb, a, aecdcdcldcldcdgecefefflafgfgfgflglfgfece, efhgflgfjfeefgflgflgfebgfgfefglffefgfgfgfefe, ae, ab, a, cb, ae, aecelfe, ba, feedgfefedefglfgfgffgfgfgfecjceclce, jffggffjeffgfefgfgfefefeladcdcdcdcecdcjcefe, ae, afgfgfgfgfjefefkecdcdcdlcefefefefecelel, abl, ab, aa, aeccefifgfelce, ba, ab, ba, a, aecdcdcldce, aj, ael, ab, ae, ae, ae"
489,"aecdcdcdcdce, hb, ba, ae, ael, ab, aefgfgflifgfgfgfefecefecdlcdce, ba, ecdclelflgfgflel, ba, eaflegfgfefefgfe, ab, aefe, ab, ga, a, ce, b, aecegjgfgfefgfefgflhce, abfgfe, eb, a, aecdcdcldcldcdgecefefflafgfgfgflglfgfece, efhgflgfjfeefgflgflgfebgfgfefglffefgfgfgfefe, ae, ab, a, cb, ae, aecelfe, ba, feedgfefedefglfgfgffgfgfgfecjceclce, jffggffjeffgfefgfgfefefeladcdcdcdcecdcjcefe, ae, afgfgfgfgfjefefkecdcdcdlcefefefefecelel, abl, ab, aa, aeccefifgfelce, ba, ab, ba, a, aecdcdcldce, aj, ael, ab, ae, ae, ae"
490,"aecdcdcdcdce, hb, ba, ae, ael, ab, aefgfgflifgfgfgfefecefecdlcdce, ba, ecdclelflgfgflel, ba, eaflegfgfefefgfe, ab, aefe, ab, ga, a, ce, b, aecegjgfgfefgfefgflhce, abfgfe, eb, a, aecdcdcldcldcdgecefefflafgfgfgflglfgfece, efhgflgfjfeefgflgflgfebgfgfefglffefgfgfgfefe, ae, ab, a, cb, ae, aecelfe, ba, feedgfefedefglfgfgffgfgfgfecjceclce, jffggffjeffgfefgfgfefefeladcdcdcdcecdcjcefe, ae, afgfgfgfgfjefefkecdcdcdlcefefefefecelel, abl, ab, aa, aeccefifgfelce, ba, ab, ba, a, aecdcdcldce, aj, ael, ab, ae, ae, ae"
491,"aecdcdcdcdce, hb, ba, ae, ael, ab, aefgfgflifgfgfgfefecefecdlcdce, ba, ecdclelflgfgflel, ba, eaflegfgfefefgfe, ab, aefe, ab, ga, a, ce, b, aecegjgfgfefgfefgflhce, abfgfe, eb, a, aecdcdcldcldcdgecefefflafgfgfgflglfgfece, efhgflgfjfeefgflgflgfebgfgfefglffefgfgfgfefe, ae, ab, a, cb, ae, aecelfe, ba, feedgfefedefglfgfgffgfgfgfecjceclce, jffggffjeffgfefgfgfefefeladcdcdcdcecdcjcefe, ae, afgfgfgfgfjefefkecdcdcdlcefefefefecelel, abl, ab, aa, aeccefifgfelce, ba, ab, ba, a, aecdcdcldce, aj, ael, ab, ae, ae, ae"
